location,specificLocation,time,itemType,crowdLevel,lostCount,weather,dayType
Bird Nest Study Area,Bird Nest Study Area,08:39,laptop,medium,3,cloudy,weekend
Business Faculty Study Area,Business Faculty Study Area,14:15,keys,low,6,sunny,weekday
Library,Library - 2nd Floor,13:24,laptop,medium,4,sunny,weekday
Business Faculty Study Area,Business Faculty Study Area,23:52,waterbottle,medium,8,windy,weekday
Library,Library - 2nd Floor,12:49,waterbottle,high,10,rainy,weekday
Business Faculty Study Area,Business Faculty Study Area,12:36,keys,high,9,windy,weekday
New Building Canteen,New Building Canteen,11:09,wallet,high,5,rainy,weekend
P and S Cafeteria,P and S Cafeteria,07:39,waterbottle,high,10,windy,weekday
Library,Library - 2nd Floor,21:46,wallet,medium,7,rainy,weekday
Old Library Space,Old Library Space - Reference Section,19:42,waterbottle,medium,7,cloudy,weekday
Bird Nest Canteen,Bird Nest Canteen,19:33,laptop,high,4,cloudy,weekday
P and S Cafeteria,P and S Cafeteria,09:15,wallet,high,5,cloudy,weekday
Library,Library - 2nd Floor,22:39,wallet,medium,1,windy,weekday
New Building Canteen,New Building Canteen,14:14,backpack,high,9,sunny,weekday
Bird Nest Study Area,Bird Nest Study Area,17:57,waterbottle,medium,8,windy,weekend
Bird Nest Study Area,Bird Nest Study Area,10:49,wallet,medium,2,rainy,weekend
Old Library Space,Old Library Space - 2nd Floor Study Area,11:50,backpack,medium,4,sunny,weekend
P and S Cafeteria,P and S Cafeteria,19:43,wallet,high,5,windy,weekday
Old Library Space,Old Library Space - 2nd Floor Study Area,22:18,waterbottle,medium,8,windy,weekday
New Building Canteen,New Building Canteen,08:53,card,high,9,cloudy,weekday
Juice Bar,Juice Bar,19:30,waterbottle,low,5,cloudy,weekday
P and S Cafeteria,P and S Cafeteria,06:08,wallet,medium,2,cloudy,weekend
Anohana Canteen,Anohana Canteen,06:31,card,high,1,windy,weekend
Old Library Space,Old Library Space - 2nd Floor Study Area,22:49,phone,medium,3,cloudy,weekday
P and S Cafeteria,P and S Cafeteria,09:31,waterbottle,high,10,cloudy,weekday
Library,Library - 2nd Floor,10:28,backpack,medium,6,windy,weekday
Juice Bar,Juice Bar,21:29,keys,low,1,windy,weekday
Business Faculty Study Area,Business Faculty Study Area,22:43,card,medium,6,sunny,weekday
Bird Nest Study Area,Bird Nest Study Area,19:34,keys,medium,10,rainy,weekday
Anohana Canteen,Anohana Canteen,23:22,waterbottle,low,7,sunny,weekday
New Building Canteen,New Building Canteen,07:34,waterbottle,high,8,windy,weekday
Bird Nest Canteen,Bird Nest Canteen,11:42,card,medium,8,cloudy,weekend
Business Faculty Study Area,Business Faculty Study Area,13:16,card,medium,5,sunny,weekday
3rd Floor Study Area,3rd Floor Study Area,10:19,phone,high,6,rainy,weekday
Business Faculty Study Area,Business Faculty Study Area,21:58,keys,medium,4,sunny,weekday
Juice Bar,Juice Bar,13:51,wallet,medium,7,sunny,weekday
Anohana Canteen,Anohana Canteen,19:24,waterbottle,high,7,cloudy,weekday
New Building Canteen,New Building Canteen,12:31,phone,high,8,sunny,weekday
Juice Bar,Juice Bar,16:06,waterbottle,medium,9,cloudy,weekday
Old Library Space,Old Library Space - Computer Section,16:06,keys,high,8,sunny,weekday
Juice Bar,Juice Bar,08:36,card,medium,6,sunny,weekday
Study Area 4th Floor New Building,Study Area 4th Floor New Building,08:40,wallet,medium,9,rainy,weekend
New Building Canteen,New Building Canteen,17:33,wallet,high,10,cloudy,weekday
New Building Canteen,New Building Canteen,08:51,wallet,high,6,windy,weekday
Bird Nest Study Area,Bird Nest Study Area,13:39,waterbottle,medium,6,cloudy,weekday
Bird Nest Canteen,Bird Nest Canteen,14:54,waterbottle,high,10,rainy,weekday
P and S Cafeteria,P and S Cafeteria,15:40,card,medium,10,sunny,weekend
Study Area 4th Floor New Building,Study Area 4th Floor New Building,09:36,wallet,medium,4,windy,weekday
Library,Library - 1st Floor,17:43,waterbottle,medium,8,sunny,weekday
Old Library Space,Old Library Space - Reading Room,12:01,wallet,medium,3,cloudy,weekday
Bird Nest Canteen,Bird Nest Canteen,19:55,card,high,10,sunny,weekend
Library,Library - 1st Floor,22:17,phone,medium,7,cloudy,weekday
Bird Nest Canteen,Bird Nest Canteen,20:25,phone,high,9,rainy,weekday
Bird Nest Canteen,Bird Nest Canteen,07:56,phone,high,10,rainy,weekday
Bird Nest Study Area,Bird Nest Study Area,10:23,document,high,7,rainy,weekday
Bird Nest Canteen,Bird Nest Canteen,19:32,phone,high,9,windy,weekday
Library,Library - 1st Floor,05:08,card,low,3,cloudy,weekday
New Building Canteen,New Building Canteen,13:42,waterbottle,high,10,sunny,weekend
P and S Cafeteria,P and S Cafeteria,17:09,waterbottle,medium,7,rainy,weekend
New Building Canteen,New Building Canteen,15:58,card,high,10,cloudy,weekday
P and S Cafeteria,P and S Cafeteria,07:48,phone,high,10,windy,weekday
3rd Floor Study Area,3rd Floor Study Area,13:34,wallet,medium,7,cloudy,weekend
Bird Nest Canteen,Bird Nest Canteen,11:56,backpack,medium,4,windy,weekday
Study Area 4th Floor New Building,Study Area 4th Floor New Building,10:53,wallet,high,5,cloudy,weekday
New Building Canteen,New Building Canteen,04:31,wallet,low,6,rainy,weekday
Business Faculty Study Area,Business Faculty Study Area,23:29,wallet,medium,7,rainy,weekday
Library,Library - 2nd Floor,16:27,card,high,6,cloudy,weekday
Old Library Space,Old Library Space - Reading Room,19:49,keys,high,3,cloudy,weekday
New Building Canteen,New Building Canteen,13:10,backpack,high,10,sunny,weekday
Library,Library - 2nd Floor,22:41,waterbottle,medium,8,rainy,weekday
Library,Library - 1st Floor,16:11,waterbottle,medium,6,windy,weekend
3rd Floor Study Area,3rd Floor Study Area,09:02,wallet,high,9,cloudy,weekday
Bird Nest Study Area,Bird Nest Study Area,16:11,backpack,medium,9,rainy,weekday
Bird Nest Canteen,Bird Nest Canteen,16:28,laptop,medium,8,cloudy,weekend
Library,Library - 2nd Floor,11:12,waterbottle,medium,5,windy,weekday
Bird Nest Canteen,Bird Nest Canteen,18:56,phone,high,9,rainy,weekday
Business Faculty Study Area,Business Faculty Study Area,11:26,phone,high,10,cloudy,weekday
Study Area 4th Floor New Building,Study Area 4th Floor New Building,17:09,keys,medium,7,rainy,weekday
Library,Library - 2nd Floor,16:57,phone,low,9,sunny,weekday
Old Library Space,Old Library Space - Reading Room,10:45,laptop,high,5,rainy,weekday
P and S Cafeteria,P and S Cafeteria,21:40,backpack,medium,9,cloudy,weekend
Bird Nest Study Area,Bird Nest Study Area,09:52,wallet,medium,3,cloudy,weekend
New Building Canteen,New Building Canteen,13:49,wallet,high,6,windy,weekend
Bird Nest Canteen,Bird Nest Canteen,13:10,wallet,high,8,rainy,weekend
Library,Library - 1st Floor,10:53,waterbottle,high,9,rainy,weekday
Library,Library - 2nd Floor,00:00,card,medium,3,cloudy,weekday
Business Faculty Study Area,Business Faculty Study Area,06:26,laptop,medium,4,sunny,weekday
New Building Canteen,New Building Canteen,08:52,wallet,high,9,rainy,weekday
Juice Bar,Juice Bar,20:44,waterbottle,low,2,sunny,weekday
Business Faculty Study Area,Business Faculty Study Area,23:41,wallet,low,1,rainy,weekend
Study Area 4th Floor New Building,Study Area 4th Floor New Building,12:27,keys,medium,7,sunny,weekend
Business Faculty Study Area,Business Faculty Study Area,11:12,waterbottle,medium,4,rainy,weekend
New Building Canteen,New Building Canteen,06:57,waterbottle,medium,6,rainy,weekday
New Building Canteen,New Building Canteen,13:07,phone,high,10,rainy,weekday
Business Faculty Study Area,Business Faculty Study Area,08:36,waterbottle,high,8,windy,weekday
Library,Library - 1st Floor,00:47,laptop,high,2,rainy,weekday
New Building Canteen,New Building Canteen,06:19,wallet,medium,2,sunny,weekend
New Building Canteen,New Building Canteen,19:45,keys,high,9,sunny,weekday
Study Area 4th Floor New Building,Study Area 4th Floor New Building,23:47,phone,low,2,windy,weekend
Library,Library - 1st Floor,19:40,card,low,5,windy,weekend
Study Area 4th Floor New Building,Study Area 4th Floor New Building,09:54,card,medium,7,rainy,weekday
Bird Nest Study Area,Bird Nest Study Area,13:53,waterbottle,medium,8,sunny,weekday
Old Library Space,Old Library Space - 2nd Floor Study Area,14:35,card,high,9,windy,weekday
Study Area 4th Floor New Building,Study Area 4th Floor New Building,09:23,waterbottle,medium,9,sunny,weekday
Study Area 4th Floor New Building,Study Area 4th Floor New Building,22:37,waterbottle,medium,8,cloudy,weekday
Study Area 4th Floor New Building,Study Area 4th Floor New Building,11:02,card,high,9,cloudy,weekday
3rd Floor Study Area,3rd Floor Study Area,11:49,waterbottle,medium,8,cloudy,weekday
New Building Canteen,New Building Canteen,09:12,keys,high,10,cloudy,weekday
Juice Bar,Juice Bar,09:49,phone,low,3,rainy,weekend
Library,Library - 1st Floor,14:25,wallet,high,6,rainy,weekday
New Building Canteen,New Building Canteen,18:59,waterbottle,medium,4,windy,weekday
Bird Nest Canteen,Bird Nest Canteen,17:35,waterbottle,high,10,rainy,weekday
Business Faculty Study Area,Business Faculty Study Area,20:48,card,low,1,cloudy,weekend
Anohana Canteen,Anohana Canteen,02:35,wallet,low,5,rainy,weekday
Study Area 4th Floor New Building,Study Area 4th Floor New Building,17:33,document,high,9,windy,weekday
Anohana Canteen,Anohana Canteen,14:30,waterbottle,high,10,cloudy,weekday
Bird Nest Study Area,Bird Nest Study Area,11:54,keys,medium,7,rainy,weekday
P and S Cafeteria,P and S Cafeteria,21:06,keys,high,10,rainy,weekday
Business Faculty Study Area,Business Faculty Study Area,07:36,phone,medium,6,rainy,weekday
Bird Nest Canteen,Bird Nest Canteen,08:27,keys,high,8,sunny,weekday
Study Area 4th Floor New Building,Study Area 4th Floor New Building,22:00,waterbottle,low,5,rainy,weekend
Bird Nest Canteen,Bird Nest Canteen,17:53,phone,high,10,windy,weekday
Study Area 4th Floor New Building,Study Area 4th Floor New Building,11:20,waterbottle,low,5,windy,weekday
Library,Library - 1st Floor,07:22,card,low,2,windy,weekend
Study Area 4th Floor New Building,Study Area 4th Floor New Building,06:40,waterbottle,medium,8,sunny,weekday
Bird Nest Canteen,Bird Nest Canteen,11:29,waterbottle,high,8,sunny,weekday
Library,Library - 1st Floor,04:11,card,medium,9,sunny,weekday
Library,Library - 2nd Floor,17:07,phone,medium,8,sunny,weekday
Bird Nest Canteen,Bird Nest Canteen,20:09,phone,high,10,cloudy,weekday
Bird Nest Canteen,Bird Nest Canteen,07:40,backpack,high,7,sunny,weekday
Basement Canteen,Basement Canteen,18:32,backpack,high,10,windy,weekday
Study Area 4th Floor New Building,Study Area 4th Floor New Building,12:34,waterbottle,medium,9,rainy,weekend
Basement Canteen,Basement Canteen,14:16,card,high,10,windy,weekend
Bird Nest Canteen,Bird Nest Canteen,14:07,waterbottle,high,9,windy,weekend
Library,Library - 2nd Floor,00:13,waterbottle,low,8,sunny,weekend
P and S Cafeteria,P and S Cafeteria,00:52,keys,high,8,windy,weekday
Bird Nest Canteen,Bird Nest Canteen,10:01,document,high,7,cloudy,weekend
Bird Nest Study Area,Bird Nest Study Area,15:07,card,high,3,cloudy,weekday
Library,Library - 2nd Floor,21:28,backpack,medium,7,cloudy,weekday
Bird Nest Canteen,Bird Nest Canteen,08:05,document,high,10,cloudy,weekday
P and S Cafeteria,P and S Cafeteria,22:00,backpack,low,5,rainy,weekday
Juice Bar,Juice Bar,07:16,waterbottle,low,2,cloudy,weekday
Bird Nest Study Area,Bird Nest Study Area,13:31,wallet,medium,7,cloudy,weekend
Library,Library - 1st Floor,18:35,phone,low,3,cloudy,weekend
Business Faculty Study Area,Business Faculty Study Area,22:19,wallet,medium,2,cloudy,weekday
Old Library Space,Old Library Space - Reference Section,11:28,card,medium,4,sunny,weekend
Library,Library - 1st Floor,11:45,card,high,10,sunny,weekday
Library,Library - 1st Floor,06:04,wallet,medium,5,rainy,weekday
3rd Floor Study Area,3rd Floor Study Area,06:22,keys,high,8,sunny,weekday
New Building Canteen,New Building Canteen,23:45,keys,high,1,rainy,weekend
P and S Cafeteria,P and S Cafeteria,09:07,backpack,high,10,sunny,weekend
Bird Nest Study Area,Bird Nest Study Area,15:38,waterbottle,high,10,cloudy,weekday
Bird Nest Study Area,Bird Nest Study Area,14:03,document,low,10,rainy,weekday
Study Area 4th Floor New Building,Study Area 4th Floor New Building,22:38,card,high,9,rainy,weekend
Juice Bar,Juice Bar,10:35,phone,medium,7,cloudy,weekend
Juice Bar,Juice Bar,20:19,wallet,low,2,rainy,weekday
Library,Library - 2nd Floor,15:43,waterbottle,high,8,windy,weekday
P and S Cafeteria,P and S Cafeteria,19:33,wallet,high,10,sunny,weekday
Study Area 4th Floor New Building,Study Area 4th Floor New Building,00:57,wallet,medium,3,cloudy,weekend
Business Faculty Study Area,Business Faculty Study Area,14:17,waterbottle,medium,7,rainy,weekday
Library,Library - 1st Floor,10:55,laptop,medium,7,cloudy,weekend
Bird Nest Canteen,Bird Nest Canteen,19:25,waterbottle,high,7,windy,weekday
Bird Nest Study Area,Bird Nest Study Area,06:47,waterbottle,low,1,cloudy,weekend
Business Faculty Study Area,Business Faculty Study Area,19:01,card,medium,10,rainy,weekday
Business Faculty Study Area,Business Faculty Study Area,11:03,waterbottle,medium,5,sunny,weekend
P and S Cafeteria,P and S Cafeteria,12:47,backpack,high,10,cloudy,weekday
Library,Library - 2nd Floor,10:30,wallet,high,7,rainy,weekday
New Building Canteen,New Building Canteen,09:57,phone,high,9,cloudy,weekday
Anohana Canteen,Anohana Canteen,09:23,backpack,high,8,cloudy,weekday
Basement Canteen,Basement Canteen,13:27,backpack,low,6,sunny,weekend
Library,Library - 2nd Floor,11:04,waterbottle,medium,3,rainy,weekday
Bird Nest Study Area,Bird Nest Study Area,19:40,phone,medium,5,cloudy,weekday
Bird Nest Canteen,Bird Nest Canteen,07:18,waterbottle,high,10,rainy,weekend
Business Faculty Study Area,Business Faculty Study Area,17:18,waterbottle,high,9,cloudy,weekday
Old Library Space,Old Library Space - Reference Section,21:38,backpack,medium,9,sunny,weekday
New Building Canteen,New Building Canteen,10:52,wallet,high,10,cloudy,weekday
Bird Nest Study Area,Bird Nest Study Area,20:22,backpack,medium,7,windy,weekday
Old Library Space,Old Library Space - Computer Section,06:04,wallet,low,3,cloudy,weekend
Bird Nest Canteen,Bird Nest Canteen,15:45,phone,high,10,rainy,weekend
Study Area 4th Floor New Building,Study Area 4th Floor New Building,17:32,keys,medium,5,cloudy,weekday
Library,Library - 2nd Floor,08:30,phone,medium,8,cloudy,weekend
New Building Canteen,New Building Canteen,16:16,waterbottle,high,10,windy,weekend
Bird Nest Canteen,Bird Nest Canteen,11:28,wallet,medium,7,cloudy,weekend
New Building Canteen,New Building Canteen,11:06,waterbottle,medium,9,cloudy,weekend
Library,Library - 2nd Floor,11:05,backpack,high,9,cloudy,weekday
Library,Library - 1st Floor,19:34,wallet,medium,6,rainy,weekend
P and S Cafeteria,P and S Cafeteria,18:52,waterbottle,high,10,cloudy,weekend
P and S Cafeteria,P and S Cafeteria,17:06,wallet,high,6,cloudy,weekend
P and S Cafeteria,P and S Cafeteria,08:15,waterbottle,high,8,sunny,weekday
Study Area 4th Floor New Building,Study Area 4th Floor New Building,19:17,waterbottle,medium,8,sunny,weekday
Bird Nest Study Area,Bird Nest Study Area,12:52,keys,high,9,cloudy,weekday
Study Area 4th Floor New Building,Study Area 4th Floor New Building,11:46,wallet,medium,5,sunny,weekday
3rd Floor Study Area,3rd Floor Study Area,16:00,laptop,medium,3,windy,weekend
New Building Canteen,New Building Canteen,15:35,wallet,high,8,rainy,weekend
Basement Canteen,Basement Canteen,15:12,card,medium,8,sunny,weekend
Basement Canteen,Basement Canteen,08:22,backpack,high,10,rainy,weekday
Library,Library - 1st Floor,07:41,keys,low,3,cloudy,weekday
New Building Canteen,New Building Canteen,08:29,backpack,low,7,rainy,weekend
Juice Bar,Juice Bar,11:31,phone,high,8,windy,weekday
Bird Nest Canteen,Bird Nest Canteen,13:41,card,high,10,rainy,weekend
Library,Library - 2nd Floor,13:18,wallet,medium,6,sunny,weekday
Juice Bar,Juice Bar,19:03,waterbottle,low,4,cloudy,weekday
Library,Library - 1st Floor,17:34,phone,medium,3,sunny,weekday
Business Faculty Study Area,Business Faculty Study Area,21:38,waterbottle,medium,5,windy,weekday
Library,Library - 1st Floor,17:11,phone,medium,4,cloudy,weekday
Bird Nest Canteen,Bird Nest Canteen,17:38,backpack,high,10,windy,weekday
Business Faculty Study Area,Business Faculty Study Area,22:09,keys,medium,7,windy,weekday
New Building Canteen,New Building Canteen,07:51,phone,high,10,sunny,weekday
Old Library Space,Old Library Space - 2nd Floor Study Area,22:39,waterbottle,medium,6,cloudy,weekday
Bird Nest Canteen,Bird Nest Canteen,09:18,waterbottle,high,10,rainy,weekday
Library,Library - 2nd Floor,15:59,wallet,medium,2,cloudy,weekend
Bird Nest Study Area,Bird Nest Study Area,21:20,laptop,medium,8,rainy,weekday
Juice Bar,Juice Bar,13:53,phone,medium,6,rainy,weekday
Bird Nest Canteen,Bird Nest Canteen,17:05,waterbottle,high,10,sunny,weekday
Library,Library - 1st Floor,10:10,keys,high,10,rainy,weekday
New Building Canteen,New Building Canteen,18:04,waterbottle,high,10,rainy,weekday
Bird Nest Study Area,Bird Nest Study Area,12:41,phone,medium,6,windy,weekday
New Building Canteen,New Building Canteen,02:46,wallet,low,6,windy,weekend
Bird Nest Canteen,Bird Nest Canteen,14:17,card,high,10,rainy,weekend
3rd Floor Study Area,3rd Floor Study Area,13:53,waterbottle,low,2,sunny,weekday
Bird Nest Study Area,Bird Nest Study Area,13:36,waterbottle,medium,5,cloudy,weekday
Bird Nest Canteen,Bird Nest Canteen,13:33,waterbottle,high,10,cloudy,weekday
Bird Nest Canteen,Bird Nest Canteen,13:01,waterbottle,high,8,windy,weekend
Library,Library - 1st Floor,15:02,phone,high,6,sunny,weekday
Bird Nest Canteen,Bird Nest Canteen,23:08,waterbottle,medium,4,cloudy,weekday
Juice Bar,Juice Bar,07:16,wallet,low,2,rainy,weekend
Juice Bar,Juice Bar,13:42,keys,medium,5,cloudy,weekday
Old Library Space,Old Library Space - Reference Section,20:23,keys,medium,8,rainy,weekday
Library,Library - 1st Floor,17:46,waterbottle,high,8,sunny,weekday
Library,Library - 1st Floor,16:49,keys,high,9,sunny,weekday
P and S Cafeteria,P and S Cafeteria,14:53,keys,high,10,windy,weekday
Bird Nest Canteen,Bird Nest Canteen,08:07,keys,high,10,rainy,weekday
Basement Canteen,Basement Canteen,17:26,card,high,10,cloudy,weekday
Bird Nest Study Area,Bird Nest Study Area,18:55,waterbottle,medium,7,sunny,weekday
Bird Nest Study Area,Bird Nest Study Area,15:59,wallet,medium,9,rainy,weekday
Bird Nest Study Area,Bird Nest Study Area,15:59,waterbottle,medium,8,sunny,weekday
Juice Bar,Juice Bar,18:48,wallet,medium,4,sunny,weekday
Basement Canteen,Basement Canteen,15:03,backpack,high,9,windy,weekday
P and S Cafeteria,P and S Cafeteria,19:48,wallet,high,10,windy,weekend
Study Area 4th Floor New Building,Study Area 4th Floor New Building,12:13,waterbottle,high,8,rainy,weekday
Juice Bar,Juice Bar,19:00,wallet,low,4,sunny,weekday
