location,time,itemType,crowdLevel,lostCount,weather,dayType,timestamp,incident_occurred,reported_at
New Building Bio Laboratory outside space Storage Cabins,14:45,laptop,medium,2,stormy,weekday,2024-10-25 14:45:50,,
P and S Cafeteria,15:07,phone,medium,5,sunny,weekday,2024-10-25 15:07:00,,
Business Faculty Study Area,15:09,keys,medium,4,stormy,weekday,2024-10-25 15:09:15,,
Anohana Canteen,15:36,document,medium,4,sunny,weekday,2024-10-25 15:36:33,,
Juice Bar,15:39,laptop,high,5,cloudy,weekday,2024-10-25 15:39:06,,
Bird Nest Canteen,15:52,laptop,medium,4,cloudy,weekday,2024-10-25 15:52:10,,
Basement Canteen,15:56,bag,high,5,stormy,weekday,2024-10-25 15:56:35,,
Study Area 4th Floor New Building,16:20,keys,medium,2,cloudy,weekday,2024-10-25 16:20:13,,
Library,16:24,other,medium,2,cloudy,weekday,2024-10-25 16:24:18,,
P and S Cafeteria,16:30,document,high,5,sunny,weekday,2024-10-25 16:30:40,,
Old Library Space,16:31,bag,medium,1,rainy,weekday,2024-10-25 16:31:05,,
Bird Nest Study Area,16:46,wallet,high,4,sunny,weekday,2024-10-25 16:46:11,,
New Building Canteen,16:56,document,high,4,cloudy,weekday,2024-10-25 16:56:28,,
Bird Nest Canteen,17:02,document,medium,4,stormy,weekday,2024-10-25 17:02:59,,
Anohana Canteen,17:08,wallet,medium,7,cloudy,weekday,2024-10-25 17:08:20,,
3rd Floor Study Area,17:11,phone,high,6,cloudy,weekday,2024-10-25 17:11:11,,
Main Building 5th floor outside space Storage Cabin,17:16,keys,high,1,stormy,weekday,2024-10-25 17:16:50,,
P and S Cafeteria,17:20,wallet,medium,11,cloudy,weekday,2024-10-25 17:20:43,,
Business Faculty Study Area,18:10,wallet,low,1,cloudy,weekday,2024-10-25 18:10:22,,
P and S Cafeteria,18:24,bag,low,8,rainy,weekday,2024-10-25 18:24:53,,
Library,18:28,phone,low,7,sunny,weekday,2024-10-25 18:28:54,,
Old Library Space,19:05,other,low,4,stormy,weekday,2024-10-25 19:05:14,,
Study Area 4th Floor New Building,19:17,bag,low,1,cloudy,weekday,2024-10-25 19:17:11,,
P and S Cafeteria,19:38,wallet,low,8,cloudy,weekday,2024-10-25 19:38:40,,
Library,20:48,bag,low,3,sunny,weekday,2024-10-25 20:48:44,,
Bird Nest Canteen,08:32,document,high,4,stormy,weekend,2024-10-26 08:32:45,,
P and S Cafeteria,08:39,laptop,high,9,sunny,weekend,2024-10-26 08:39:06,,
Study Area 4th Floor New Building,09:14,phone,medium,1,cloudy,weekend,2024-10-26 09:14:30,,
Bird Nest Study Area,09:26,other,high,2,sunny,weekend,2024-10-26 09:26:23,,
Anohana Canteen,09:36,bag,high,6,sunny,weekend,2024-10-26 09:36:39,,
Bird Nest Canteen,09:37,other,medium,11,sunny,weekend,2024-10-26 09:37:59,,
Juice Bar,09:39,wallet,high,9,cloudy,weekend,2024-10-26 09:39:48,,
New Building Canteen,09:41,wallet,high,2,rainy,weekend,2024-10-26 09:41:23,,
Old Library Space,09:44,keys,high,3,rainy,weekend,2024-10-26 09:44:13,,
Library outdoor Space storage,09:49,other,high,3,stormy,weekend,2024-10-26 09:49:10,,
Basement Canteen,09:58,laptop,high,6,rainy,weekend,2024-10-26 09:58:31,,
P and S Cafeteria,10:04,document,high,3,sunny,weekend,2024-10-26 10:04:09,,
Main building 4th floor B401 Laboratory outside space Storage Cabins,10:16,bag,very_high,3,sunny,weekend,2024-10-26 10:16:42,,
Library,10:23,bag,medium,1,rainy,weekend,2024-10-26 10:23:32,,
Anohana Canteen,10:47,laptop,high,9,sunny,weekend,2024-10-26 10:47:54,,
Bird Nest Canteen,10:51,bag,medium,11,sunny,weekend,2024-10-26 10:51:58,,
P and S Cafeteria,11:06,laptop,high,8,stormy,weekend,2024-10-26 11:06:07,,
New Building Bio Laboratory outside space Storage Cabins,11:10,bag,medium,1,sunny,weekend,2024-10-26 11:10:22,,
Basement Canteen,11:21,bag,medium,3,sunny,weekend,2024-10-26 11:21:00,,
Old Library Space,11:43,keys,high,5,rainy,weekend,2024-10-26 11:43:18,,
Business Faculty Study Area,11:53,document,high,4,sunny,weekend,2024-10-26 11:53:14,,
3rd Floor Study Area,11:55,bag,very_high,5,rainy,weekend,2024-10-26 11:55:13,,
Bird Nest Canteen,11:55,phone,high,8,sunny,weekend,2024-10-26 11:55:54,,
Juice Bar,11:57,laptop,high,9,sunny,weekend,2024-10-26 11:57:09,,
Bird Nest Study Area,12:01,wallet,very_high,2,rainy,weekend,2024-10-26 12:01:50,,
Anohana Canteen,12:05,document,high,3,stormy,weekend,2024-10-26 12:05:20,,
New Building Canteen,12:10,keys,high,8,stormy,weekend,2024-10-26 12:10:37,,
P and S Cafeteria,12:24,phone,very_high,5,rainy,weekend,2024-10-26 12:24:57,,
Library,12:48,laptop,high,2,sunny,weekend,2024-10-26 12:48:41,,
Study Area 4th Floor New Building,13:01,wallet,medium,1,sunny,weekend,2024-10-26 13:01:51,,
Main Building 5th floor outside space Storage Cabin,13:18,phone,very_high,3,rainy,weekend,2024-10-26 13:18:42,,
Basement Canteen,13:25,other,very_high,4,sunny,weekend,2024-10-26 13:25:51,,
P and S Cafeteria,13:36,phone,high,8,stormy,weekend,2024-10-26 13:36:28,,
Bird Nest Canteen,13:37,keys,high,1,cloudy,weekend,2024-10-26 13:37:32,,
Anohana Canteen,13:41,bag,very_high,4,sunny,weekend,2024-10-26 13:41:40,,
New Building Canteen,13:48,laptop,high,5,sunny,weekend,2024-10-26 13:48:52,,
P and S Cafeteria,14:35,laptop,very_high,14,sunny,weekend,2024-10-26 14:35:53,,
Juice Bar,14:47,bag,medium,3,cloudy,weekend,2024-10-26 14:47:17,,
Old Library Space,15:04,bag,high,2,cloudy,weekend,2024-10-26 15:04:34,,
Anohana Canteen,15:08,document,very_high,3,sunny,weekend,2024-10-26 15:08:31,,
Bird Nest Canteen,15:14,laptop,high,6,cloudy,weekend,2024-10-26 15:14:14,,
3rd Floor Study Area,15:17,phone,medium,2,cloudy,weekend,2024-10-26 15:17:33,,
Business Faculty Study Area,15:17,bag,medium,3,cloudy,weekend,2024-10-26 15:17:38,,
Basement Canteen,15:39,laptop,medium,5,stormy,weekend,2024-10-26 15:39:45,,
Bird Nest Study Area,15:40,phone,high,2,sunny,weekend,2024-10-26 15:40:13,,
Library,15:41,bag,high,4,cloudy,weekend,2024-10-26 15:41:32,,
P and S Cafeteria,15:54,wallet,very_high,7,cloudy,weekend,2024-10-26 15:54:56,,
New Building Canteen,15:58,other,very_high,7,sunny,weekend,2024-10-26 15:58:34,,
Study Area 4th Floor New Building,16:23,laptop,high,3,cloudy,weekend,2024-10-26 16:23:40,,
Juice Bar,16:28,keys,medium,1,sunny,weekend,2024-10-26 16:28:15,,
Bird Nest Canteen,16:32,other,medium,2,cloudy,weekend,2024-10-26 16:32:23,,
Anohana Canteen,16:45,keys,medium,10,cloudy,weekend,2024-10-26 16:45:11,,
Library outdoor Space storage,16:48,bag,medium,1,sunny,weekend,2024-10-26 16:48:33,,
P and S Cafeteria,16:49,other,very_high,8,sunny,weekend,2024-10-26 16:49:41,,
Main building 4th floor B401 Laboratory outside space Storage Cabins,16:57,bag,high,3,sunny,weekend,2024-10-26 16:57:29,,
Business Faculty Study Area,17:40,phone,very_high,2,sunny,weekend,2024-10-26 17:40:06,,
New Building Bio Laboratory outside space Storage Cabins,17:43,document,high,2,cloudy,weekend,2024-10-26 17:43:41,,
Anohana Canteen,17:53,bag,medium,9,sunny,weekend,2024-10-26 17:53:34,,
Old Library Space,18:00,document,low,1,cloudy,weekend,2024-10-26 18:00:01,,
P and S Cafeteria,18:06,other,low,4,cloudy,weekend,2024-10-26 18:06:33,,
Library,18:39,wallet,low,5,cloudy,weekend,2024-10-26 18:39:36,,
P and S Cafeteria,18:52,other,low,6,sunny,weekend,2024-10-26 18:52:52,,
Study Area 4th Floor New Building,19:13,other,low,5,cloudy,weekend,2024-10-26 19:13:50,,
Bird Nest Study Area,19:18,phone,low,2,stormy,weekend,2024-10-26 19:18:05,,
3rd Floor Study Area,19:22,laptop,low,1,rainy,weekend,2024-10-26 19:22:05,,
Library,21:31,phone,low,3,rainy,weekend,2024-10-26 21:31:53,,
Library outdoor Space storage,08:14,keys,high,1,sunny,weekend,2024-10-27 08:14:19,,
Anohana Canteen,08:43,wallet,high,2,cloudy,weekend,2024-10-27 08:43:51,,
Bird Nest Canteen,08:50,wallet,very_high,4,rainy,weekend,2024-10-27 08:50:17,,
P and S Cafeteria,08:51,phone,high,2,cloudy,weekend,2024-10-27 08:51:01,,
Old Library Space,08:58,wallet,medium,1,cloudy,weekend,2024-10-27 08:58:34,,
Juice Bar,09:00,document,very_high,4,stormy,weekend,2024-10-27 09:00:09,,
Basement Canteen,09:05,laptop,high,10,sunny,weekend,2024-10-27 09:05:33,,
Study Area 4th Floor New Building,09:18,bag,high,1,sunny,weekend,2024-10-27 09:18:19,,
Library,09:23,bag,medium,5,stormy,weekend,2024-10-27 09:23:37,,
Anohana Canteen,09:38,bag,medium,4,rainy,weekend,2024-10-27 09:38:29,,
Business Faculty Study Area,09:52,laptop,high,2,sunny,weekend,2024-10-27 09:52:45,,
P and S Cafeteria,09:54,document,high,8,cloudy,weekend,2024-10-27 09:54:58,,
Bird Nest Study Area,10:09,phone,high,1,cloudy,weekend,2024-10-27 10:09:35,,
Bird Nest Canteen,10:14,document,medium,6,cloudy,weekend,2024-10-27 10:14:44,,
Juice Bar,10:40,bag,medium,6,sunny,weekend,2024-10-27 10:40:09,,
Anohana Canteen,10:41,phone,high,6,stormy,weekend,2024-10-27 10:41:46,,
New Building Canteen,10:47,keys,high,3,cloudy,weekend,2024-10-27 10:47:03,,
P and S Cafeteria,11:01,wallet,high,8,rainy,weekend,2024-10-27 11:01:07,,
Basement Canteen,11:06,keys,very_high,4,rainy,weekend,2024-10-27 11:06:25,,
Bird Nest Canteen,11:50,keys,very_high,9,sunny,weekend,2024-10-27 11:50:03,,
Study Area 4th Floor New Building,11:54,wallet,medium,3,sunny,weekend,2024-10-27 11:54:08,,
Old Library Space,11:55,wallet,very_high,1,stormy,weekend,2024-10-27 11:55:57,,
Anohana Canteen,12:05,document,high,7,rainy,weekend,2024-10-27 12:05:23,,
Library,12:07,wallet,medium,7,sunny,weekend,2024-10-27 12:07:35,,
3rd Floor Study Area,12:10,bag,high,2,rainy,weekend,2024-10-27 12:10:48,,
Juice Bar,12:15,bag,high,4,sunny,weekend,2024-10-27 12:15:42,,
P and S Cafeteria,12:18,other,high,11,cloudy,weekend,2024-10-27 12:18:20,,
Bird Nest Study Area,12:32,keys,medium,1,cloudy,weekend,2024-10-27 12:32:11,,
Main Building 5th floor outside space Storage Cabin,12:33,laptop,high,1,cloudy,weekend,2024-10-27 12:33:00,,
New Building Canteen,12:42,bag,high,1,rainy,weekend,2024-10-27 12:42:43,,
Bird Nest Canteen,12:55,phone,high,4,sunny,weekend,2024-10-27 12:55:47,,
Basement Canteen,12:59,laptop,very_high,3,sunny,weekend,2024-10-27 12:59:12,,
Business Faculty Study Area,13:00,laptop,high,2,cloudy,weekend,2024-10-27 13:00:50,,
P and S Cafeteria,13:30,phone,high,3,cloudy,weekend,2024-10-27 13:30:01,,
New Building Bio Laboratory outside space Storage Cabins,13:40,wallet,very_high,1,sunny,weekend,2024-10-27 13:40:43,,
Anohana Canteen,13:45,other,medium,5,sunny,weekend,2024-10-27 13:45:15,,
Main building 4th floor B401 Laboratory outside space Storage Cabins,13:47,document,high,2,cloudy,weekend,2024-10-27 13:47:08,,
Juice Bar,13:56,wallet,high,5,sunny,weekend,2024-10-27 13:56:56,,
Bird Nest Canteen,14:10,keys,high,4,sunny,weekend,2024-10-27 14:10:18,,
Library outdoor Space storage,14:14,phone,medium,1,sunny,weekend,2024-10-27 14:14:33,,
Study Area 4th Floor New Building,14:27,keys,very_high,7,sunny,weekend,2024-10-27 14:27:38,,
Basement Canteen,14:46,bag,high,1,sunny,weekend,2024-10-27 14:46:37,,
P and S Cafeteria,14:49,keys,high,6,cloudy,weekend,2024-10-27 14:49:46,,
Library,14:53,other,very_high,2,stormy,weekend,2024-10-27 14:53:52,,
3rd Floor Study Area,14:58,other,very_high,1,sunny,weekend,2024-10-27 14:58:26,,
New Building Canteen,15:02,document,high,4,sunny,weekend,2024-10-27 15:02:03,,
Anohana Canteen,15:04,keys,very_high,6,cloudy,weekend,2024-10-27 15:04:22,,
Old Library Space,15:19,document,very_high,4,cloudy,weekend,2024-10-27 15:19:59,,
Bird Nest Study Area,15:32,keys,high,3,sunny,weekend,2024-10-27 15:32:08,,
Bird Nest Canteen,15:38,wallet,very_high,8,sunny,weekend,2024-10-27 15:38:31,,
Juice Bar,16:03,laptop,very_high,3,cloudy,weekend,2024-10-27 16:03:22,,
P and S Cafeteria,16:04,keys,high,4,sunny,weekend,2024-10-27 16:04:11,,
Anohana Canteen,16:12,keys,high,7,sunny,weekend,2024-10-27 16:12:13,,
Basement Canteen,16:15,laptop,medium,3,stormy,weekend,2024-10-27 16:15:16,,
Business Faculty Study Area,16:18,document,high,1,rainy,weekend,2024-10-27 16:18:06,,
New Building Canteen,16:44,other,medium,3,stormy,weekend,2024-10-27 16:44:26,,
Bird Nest Canteen,17:00,wallet,high,9,sunny,weekend,2024-10-27 17:00:58,,
P and S Cafeteria,17:03,laptop,high,6,sunny,weekend,2024-10-27 17:03:08,,
Anohana Canteen,17:11,bag,high,6,sunny,weekend,2024-10-27 17:11:20,,
Study Area 4th Floor New Building,17:26,keys,high,3,cloudy,weekend,2024-10-27 17:26:15,,
Old Library Space,17:43,keys,high,4,cloudy,weekend,2024-10-27 17:43:30,,
Library,17:45,laptop,high,2,stormy,weekend,2024-10-27 17:45:44,,
3rd Floor Study Area,17:47,phone,medium,2,stormy,weekend,2024-10-27 17:47:29,,
Bird Nest Study Area,17:49,wallet,high,1,cloudy,weekend,2024-10-27 17:49:22,,
P and S Cafeteria,18:00,bag,low,8,cloudy,weekend,2024-10-27 18:00:14,,
P and S Cafeteria,19:08,document,low,4,cloudy,weekend,2024-10-27 19:08:09,,
Library,20:11,wallet,low,5,rainy,weekend,2024-10-27 20:11:04,,
Library,08:33,bag,very_high,4,sunny,weekday,2024-10-28 08:33:57,,
Old Library Space,08:53,keys,very_high,3,sunny,weekday,2024-10-28 08:53:36,,
Anohana Canteen,08:55,document,very_high,6,sunny,weekday,2024-10-28 08:55:25,,
P and S Cafeteria,09:01,laptop,high,5,sunny,weekday,2024-10-28 09:01:32,,
Study Area 4th Floor New Building,09:21,wallet,high,1,cloudy,weekday,2024-10-28 09:21:38,,
Bird Nest Study Area,09:27,other,high,1,sunny,weekday,2024-10-28 09:27:53,,
Bird Nest Canteen,09:30,other,medium,5,sunny,weekday,2024-10-28 09:30:08,,
Juice Bar,09:58,laptop,high,5,sunny,weekday,2024-10-28 09:58:35,,
Anohana Canteen,10:18,phone,medium,5,sunny,weekday,2024-10-28 10:18:23,,
P and S Cafeteria,10:20,keys,high,13,rainy,weekday,2024-10-28 10:20:30,,
Basement Canteen,10:26,other,medium,5,sunny,weekday,2024-10-28 10:26:29,,
Business Faculty Study Area,10:27,wallet,medium,4,cloudy,weekday,2024-10-28 10:27:16,,
Bird Nest Canteen,10:38,keys,high,7,rainy,weekday,2024-10-28 10:38:29,,
Library,10:57,bag,high,6,cloudy,weekday,2024-10-28 10:57:20,,
New Building Canteen,11:04,laptop,medium,4,sunny,weekday,2024-10-28 11:04:23,,
P and S Cafeteria,11:10,keys,high,8,rainy,weekday,2024-10-28 11:10:28,,
Bird Nest Study Area,11:38,keys,medium,1,cloudy,weekday,2024-10-28 11:38:28,,
Anohana Canteen,11:43,other,medium,3,cloudy,weekday,2024-10-28 11:43:40,,
Basement Canteen,11:54,bag,high,9,rainy,weekday,2024-10-28 11:54:06,,
3rd Floor Study Area,11:54,laptop,high,1,cloudy,weekday,2024-10-28 11:54:51,,
P and S Cafeteria,12:06,laptop,very_high,5,rainy,weekday,2024-10-28 12:06:46,,
Old Library Space,12:12,other,very_high,5,cloudy,weekday,2024-10-28 12:12:20,,
Library outdoor Space storage,12:13,bag,very_high,2,rainy,weekday,2024-10-28 12:13:16,,
Juice Bar,12:13,phone,very_high,8,sunny,weekday,2024-10-28 12:13:53,,
Bird Nest Canteen,12:26,wallet,very_high,6,rainy,weekday,2024-10-28 12:26:46,,
Business Faculty Study Area,12:49,laptop,very_high,1,sunny,weekday,2024-10-28 12:49:06,,
Study Area 4th Floor New Building,12:51,laptop,very_high,1,cloudy,weekday,2024-10-28 12:51:45,,
Anohana Canteen,13:15,phone,very_high,6,sunny,weekday,2024-10-28 13:15:46,,
P and S Cafeteria,13:29,phone,very_high,6,sunny,weekday,2024-10-28 13:29:31,,
New Building Canteen,13:38,other,very_high,5,sunny,weekday,2024-10-28 13:38:35,,
Library,13:40,keys,very_high,2,cloudy,weekday,2024-10-28 13:40:16,,
Bird Nest Canteen,13:42,wallet,very_high,7,cloudy,weekday,2024-10-28 13:42:16,,
Basement Canteen,13:43,laptop,very_high,6,stormy,weekday,2024-10-28 13:43:55,,
Juice Bar,13:53,bag,very_high,6,cloudy,weekday,2024-10-28 13:53:30,,
Main Building 5th floor outside space Storage Cabin,13:59,phone,very_high,1,sunny,weekday,2024-10-28 13:59:30,,
Old Library Space,14:18,other,high,2,stormy,weekday,2024-10-28 14:18:15,,
Anohana Canteen,14:36,keys,high,5,stormy,weekday,2024-10-28 14:36:28,,
P and S Cafeteria,14:48,phone,high,6,sunny,weekday,2024-10-28 14:48:39,,
New Building Canteen,15:11,bag,high,2,sunny,weekday,2024-10-28 15:11:15,,
Basement Canteen,15:12,other,high,5,cloudy,weekday,2024-10-28 15:12:58,,
Main building 4th floor B401 Laboratory outside space Storage Cabins,15:22,keys,medium,1,cloudy,weekday,2024-10-28 15:22:13,,
Bird Nest Study Area,15:24,keys,high,1,rainy,weekday,2024-10-28 15:24:42,,
New Building Bio Laboratory outside space Storage Cabins,15:27,laptop,medium,1,rainy,weekday,2024-10-28 15:27:13,,
Bird Nest Canteen,15:29,wallet,high,2,cloudy,weekday,2024-10-28 15:29:36,,
3rd Floor Study Area,16:02,phone,high,1,sunny,weekday,2024-10-28 16:02:18,,
Anohana Canteen,16:04,other,high,8,sunny,weekday,2024-10-28 16:04:14,,
P and S Cafeteria,16:04,document,medium,4,cloudy,weekday,2024-10-28 16:04:20,,
Library,16:19,phone,high,6,cloudy,weekday,2024-10-28 16:19:53,,
Old Library Space,16:22,document,high,4,sunny,weekday,2024-10-28 16:22:59,,
Business Faculty Study Area,16:27,keys,medium,2,sunny,weekday,2024-10-28 16:27:41,,
Library outdoor Space storage,16:40,document,high,3,sunny,weekday,2024-10-28 16:40:02,,
Juice Bar,16:43,document,high,1,sunny,weekday,2024-10-28 16:43:25,,
Bird Nest Canteen,16:44,phone,high,2,stormy,weekday,2024-10-28 16:44:58,,
Basement Canteen,16:51,wallet,high,3,stormy,weekday,2024-10-28 16:51:23,,
Study Area 4th Floor New Building,16:51,wallet,high,4,cloudy,weekday,2024-10-28 16:51:32,,
P and S Cafeteria,16:52,wallet,high,4,sunny,weekday,2024-10-28 16:52:55,,
Anohana Canteen,17:23,bag,medium,4,stormy,weekday,2024-10-28 17:23:35,,
P and S Cafeteria,18:05,keys,low,11,sunny,weekday,2024-10-28 18:05:39,,
Bird Nest Study Area,18:27,laptop,low,2,stormy,weekday,2024-10-28 18:27:21,,
Old Library Space,18:36,other,low,1,cloudy,weekday,2024-10-28 18:36:05,,
Business Faculty Study Area,18:58,bag,low,2,cloudy,weekday,2024-10-28 18:58:01,,
Library,19:01,keys,low,6,stormy,weekday,2024-10-28 19:01:10,,
3rd Floor Study Area,19:07,other,low,3,cloudy,weekday,2024-10-28 19:07:05,,
P and S Cafeteria,19:26,other,low,9,cloudy,weekday,2024-10-28 19:26:26,,
Study Area 4th Floor New Building,19:34,document,low,1,stormy,weekday,2024-10-28 19:34:30,,
Bird Nest Study Area,08:51,other,very_high,4,cloudy,weekday,2024-10-29 08:51:24,,
Old Library Space,08:57,laptop,very_high,1,stormy,weekday,2024-10-29 08:57:33,,
P and S Cafeteria,08:58,other,very_high,4,sunny,weekday,2024-10-29 08:58:20,,
Anohana Canteen,09:03,keys,high,7,sunny,weekday,2024-10-29 09:03:22,,
Study Area 4th Floor New Building,09:26,keys,high,1,cloudy,weekday,2024-10-29 09:26:53,,
Bird Nest Canteen,09:35,keys,medium,6,cloudy,weekday,2024-10-29 09:35:06,,
Main building 4th floor B401 Laboratory outside space Storage Cabins,09:45,bag,high,1,rainy,weekday,2024-10-29 09:45:22,,
Main Building 5th floor outside space Storage Cabin,09:47,document,high,1,rainy,weekday,2024-10-29 09:47:46,,
Library,09:50,document,medium,4,cloudy,weekday,2024-10-29 09:50:55,,
Juice Bar,09:55,document,high,2,cloudy,weekday,2024-10-29 09:55:11,,
P and S Cafeteria,10:07,other,high,11,stormy,weekday,2024-10-29 10:07:16,,
Basement Canteen,10:09,document,medium,1,sunny,weekday,2024-10-29 10:09:35,,
New Building Canteen,10:15,wallet,medium,6,sunny,weekday,2024-10-29 10:15:38,,
3rd Floor Study Area,10:31,document,high,3,rainy,weekday,2024-10-29 10:31:41,,
Anohana Canteen,10:33,wallet,high,6,rainy,weekday,2024-10-29 10:33:50,,
Bird Nest Canteen,10:43,phone,high,8,sunny,weekday,2024-10-29 10:43:11,,
P and S Cafeteria,11:15,other,high,5,cloudy,weekday,2024-10-29 11:15:41,,
Library outdoor Space storage,11:33,keys,high,1,cloudy,weekday,2024-10-29 11:33:38,,
Bird Nest Canteen,11:45,phone,high,4,sunny,weekday,2024-10-29 11:45:42,,
Anohana Canteen,11:49,bag,high,6,sunny,weekday,2024-10-29 11:49:54,,
Business Faculty Study Area,12:05,wallet,very_high,2,cloudy,weekday,2024-10-29 12:05:52,,
Old Library Space,12:14,document,very_high,3,cloudy,weekday,2024-10-29 12:14:51,,
Bird Nest Study Area,12:18,other,very_high,2,rainy,weekday,2024-10-29 12:18:17,,
Basement Canteen,12:18,document,very_high,5,stormy,weekday,2024-10-29 12:18:24,,
Library,12:18,phone,very_high,1,rainy,weekday,2024-10-29 12:18:26,,
New Building Bio Laboratory outside space Storage Cabins,12:18,keys,very_high,1,cloudy,weekday,2024-10-29 12:18:34,,
P and S Cafeteria,12:28,wallet,very_high,9,sunny,weekday,2024-10-29 12:28:37,,
Study Area 4th Floor New Building,12:33,laptop,very_high,2,sunny,weekday,2024-10-29 12:33:14,,
Juice Bar,12:35,other,very_high,6,cloudy,weekday,2024-10-29 12:35:46,,
New Building Canteen,12:40,laptop,very_high,3,stormy,weekday,2024-10-29 12:40:07,,
Bird Nest Canteen,12:51,keys,very_high,7,sunny,weekday,2024-10-29 12:51:41,,
Anohana Canteen,12:52,laptop,very_high,10,cloudy,weekday,2024-10-29 12:52:19,,
P and S Cafeteria,13:38,bag,very_high,11,stormy,weekday,2024-10-29 13:38:56,,
Basement Canteen,13:50,bag,very_high,11,sunny,weekday,2024-10-29 13:50:17,,
New Building Canteen,14:05,bag,high,8,sunny,weekday,2024-10-29 14:05:19,,
Anohana Canteen,14:05,document,high,6,sunny,weekday,2024-10-29 14:05:42,,
3rd Floor Study Area,14:10,wallet,high,2,rainy,weekday,2024-10-29 14:10:48,,
Bird Nest Canteen,14:22,other,high,9,sunny,weekday,2024-10-29 14:22:18,,
Bird Nest Study Area,14:37,keys,high,2,sunny,weekday,2024-10-29 14:37:06,,
Old Library Space,14:38,other,medium,3,sunny,weekday,2024-10-29 14:38:15,,
